"","instituce","obor","spec_hlavni","zakl_vyzkum","obor_ekzaktnost","krize_rep","cinnost_matem","cinnost_model","cinnost_teori","cinnost_exper","cinnost_kateg","cinnost_vyvoj","kar_praxe","kar_titul","kar_citace","kar_nejlepsi","kar_kategorie","obor_dotovany","obor_konkuren","obor_tlak","obor_rychly","obor_priliv","obor_publikac","obor_medializ","obor_verejnos","obor_komplexn","obor_mensi","financ_vliv","financ_zajisti.objektivitu","financ_neduvera","financ_zajisti.nezavislost","dilema_predator","dilema_neinformoval","dilema_misogyn","dilema_kvoty","dilema_cinska.medicina","dilema_embryo","reg_Evropa","reg_Sev.Amerika","reg_Asie","reg_vsude.stejne","objekt_vnejsi.pohled","objekt_presnost","objekt_matematicka.konzistence","objekt_testovatelnost","objekt_nestrannost","objekt_priblizeni.pravde","objekt_shoda.s.realitou","objekt_kvantifikace","objekt_intersubjektivita","objekt_kriticke.mysleni","objekt_reprodukovatelnost","objekt_diskut","neobj_nerepre","neobj_hacking","neobj_positiv","neobj_popular","neobj_modmet","neobj_oversell","neobj_zbytecne","neobj_salam","frek_nerepre","frek_hacking","frek_positiv","frek_popular","frek_modmet","frek_oversell","frek_zbytecne","frek_salam"
"169","AV","Mat-Fyz-Info","Materials","Ano","Menší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 500","Ne","Postdoktorand do třídy V3","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Vždy","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Někdy","Ano",NA,NA,NA,"Ne","Ano",NA,"Ano",30,30,70,70,30,70,50,0
"170","AV","Chemie","Chemistry","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ano","10–19 let","Docent","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ne","ano","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne",30,10,80,40,30,30,40,60
"171","AV","Chemie","Chemistry","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ano","Vědecký asistent do třídy V4","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano",NA,"Rozhodně ano",NA,"Velmi často",NA,NA,"Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ano","Někdy","Ano",NA,"Ano","Ano","Ano","Ano",NA,"Ne",40,NA,70,60,90,60,30,50
"172","AV","Biol-Medic","Biology","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Rozhodně ano","Rozhodně ne","Vždy","Soukromé",NA,"Nehraje roli","ne","ne","ne","ano","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Zřídka","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne",30,NA,NA,70,50,50,50,10
"173","AV","Chemie","Other","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 100","Ne","Vědecký asistent do třídy V4","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ano",NA,NA,NA,NA,"ano","ne","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ne","Ne",NA,NA,"Ano","Ano",10,NA,80,30,30,10,10,10
"174","AV","Vědy o Zemi","Earth-Env","Ano",NA,NA,"Ne","Ne","Ano","Ne","Ne","Ne","5–9 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Rozhodně ne","Spíše ano","Rozhodně ano","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ano","Rozhodně ano","Velmi často","Veřejné","Nehraje roli","Dlouhodobé","ano","ne","ano","ne","ne","ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano",NA,"Ne","Ano","Ano",NA,"Ne","Ne",0,NA,70,20,10,0,10,30
"175","AV","Chemie","Biology","Ano",NA,"Nevýznamná","Ne","Ne","Ano","Ne","Ne","Ne","Méně než 5 let","Bc.","Do 100","Ne","Odborný pracovník výzkumu a vývoje do třídy V1","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ne","Velmi často","Nehraje roli","Soukromé","Dlouhodobé","ano","ano","ne","ne","ne","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano","Ano",NA,"Ano","Ano","Ano",20,30,NA,NA,NA,30,30,NA
"176","AV","Chemie","Chemistry","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ne","Ne","Ano","20 a více let","CSc./Ph.D.","Do 5000","Ne","Vedoucí vědecký pracovník do třídy V6","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Rozhodně ne","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ano","ne","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano",50,60,60,50,50,60,40,80
"177","AV","Vědy o Zemi","Earth-Env","Ano","Větší",NA,"Ne","Ne","Ano","Ne","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Rozhodně ne","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ne","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Velmi často","Soukromé",NA,"Nehraje roli","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ano","Ano","Ano","Ano",NA,"Ano",30,NA,20,20,20,20,30,30
"178","AV","Biol-Medic","Biology","Ano","Menší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Rozhodně ne","Velmi často",NA,"Nehraje roli","Dlouhodobé","ano","ne","ano","ne","ano","ano","Ne","Ne","Ano","Ne","Ano","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Zřídka","Ano",NA,"Ano","Ne",NA,"Ne","Ano","Ano",60,NA,60,40,50,20,30,80
"179","AV","Chemie","Chemistry","Ano",NA,NA,"Ne","Ne","Ne","Ano","Ne","Ano","10–19 let","CSc./Ph.D.","Do 1000","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Velmi často",NA,NA,"Dlouhodobé","ano","ne","ne","ano","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Někdy","Ano",NA,"Ano","Ano","Ano","Ano",NA,NA,20,NA,60,40,50,50,30,30
"180","AV","Mat-Fyz-Info","Physics","Ano","Větší","Není","Ne","Ne","Ano","Ne","Ne","Ne","20 a více let","CSc./Ph.D.","Do 1000","Ano","Vedoucí vědecký pracovník do třídy V6",NA,"Spíše ano",NA,"Spíše ne","Spíše ne",NA,"Spíše ne","Spíše ne","Spíše ano","Spíše ne","Někdy","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka",NA,NA,"Ano","Ne","Ne","Ne","Ne","Ne",0,NA,30,10,30,20,20,10
"181","AV","Vědy o Zemi","Biology","Ano","Menší","Významná","Ne","Ne","Ne","Ne","Ano","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Rozhodně ne","Rozhodně ano","Spíše ano","Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ano","Vždy","Veřejné",NA,"Dlouhodobé","ne","ano","ano","ne","ano","ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Velmi často","Ano","Ano","Ano","Ne","Ano","Ano","Ano","Ne",70,20,70,40,100,100,60,90
"182","AV","Mat-Fyz-Info","Physics","Ano","Větší","Významná","Ano","Ano","Ne","Ne","Ne","Ano","20 a více let","CSc./Ph.D.","Do 1000","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Rozhodně ano","Rozhodně ne","Vždy","Veřejné",NA,"Dlouhodobé","ano","ne","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Někdy","Ano",NA,NA,"Ne",NA,"Ano","Ano",NA,70,NA,80,90,50,80,80,70
"183","AV","Chemie","Materials","Ano",NA,NA,"Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Postdoktorand do třídy V3","Spíše ne","Spíše ano","Rozhodně ano","Spíše ne","Rozhodně ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Velmi často",NA,"Nehraje roli","Dlouhodobé","ano","ano","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Zřídka","Ano",NA,"Ne","Ne",NA,"Ano",NA,"Ne",10,NA,30,10,20,20,10,NA
"184","AV","Biol-Medic","Biology","Ano","Menší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ano","Vědecký asistent do třídy V4","Rozhodně ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Rozhodně ano","Spíše ano","Spíše ne","Velmi často","Nehraje roli",NA,"Dlouhodobé","ne","ne","ne","ano","ano","ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Ne","Někdy",NA,NA,"Ano","Ano","Ano",NA,NA,"Ano",30,NA,80,70,70,20,20,60
"185","AV","Vědy o Zemi","Earth-Env","Ano","Větší","Není","Ne","Ne","Ne","Ne","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ano","Vědecký pracovník do třídy V5","Rozhodně ne","Spíše ano","Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Rozhodně ano","Spíše ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ano","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ano",NA,"Ano","Ne",NA,"Ano","Ano","Ano",60,NA,70,10,20,30,80,40
"186","AV","Biol-Medic","Chemistry","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","Profesor","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ano","Rozhodně ne","Někdy","Nehraje roli","Nehraje roli","Nehraje roli","ano","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ano","Ne","Ne","Zřídka","Ano",NA,"Ano","Ne","Ne",NA,NA,"Ne",70,NA,40,20,30,50,NA,20
"187","AV","Apl. fyzika","Materials","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ano","Vědecký asistent do třídy V4","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ano","Spíše ano","Rozhodně ne","Spíše ano","Rozhodně ano","Velmi často","Veřejné",NA,"Dlouhodobé","ne","ne","ano","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ano","Ano","Ano","Ano",NA,NA,20,30,80,50,50,30,30,10
"188","AV","Vědy o Zemi","Earth-Env","Ano",NA,"Není","Ne","Ne","Ano","Ne","Ne","Ne","20 a více let","Docent","Do 500","Ano","Vedoucí vědecký pracovník do třídy V6","Rozhodně ne","Rozhodně ne","Spíše ano","Spíše ano","Rozhodně ne","Spíše ano","Spíše ano",NA,"Spíše ano","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Někdy","Ano",NA,"Ne",NA,"Ano","Ano","Ano","Ano",60,NA,30,10,40,10,60,20
"189","AV","Chemie","Materials","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Spíše ne","Rozhodně ano","Rozhodně ne","Vždy","Veřejné",NA,"Dlouhodobé","ano","ne","ne","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Nikdy","Ano",NA,"Ano","Ne",NA,"Ano","Ne","Ne",80,NA,80,90,60,90,50,NA
"190","AV","Apl. fyzika","Physics","Ano","Menší",NA,"Ne","Ne","Ne","Ne","Ano","Ne","10–19 let","Mgr./Ing.","Do 500","Ano","Odborný pracovník výzkumu a vývoje do třídy V1","Rozhodně ne","Spíše ano","Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Někdy","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ne","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ne",NA,"Ano","Ne","Ano","Ano",NA,"Ano",20,NA,10,10,10,10,10,10
"191","AV","Chemie","Chemistry","Ano","Větší","Významná","Ne","Ne","Ne","Ne","Ne","Ano","10–19 let","Docent","Do 5000","Ano","Vědecký pracovník do třídy V5","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Rozhodně ne","Spíše ano","Spíše ano","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ano",NA,"Ano","Ne",NA,"Ano","Ne","Ne",40,NA,20,NA,20,60,70,50
"192","AV","Mat-Fyz-Info","Physics","Ano","Větší",NA,"Ne","Ne","Ano","Ne","Ne","Ne","20 a více let","DrSc./DSc.","Do 5000","Ne","Vedoucí vědecký pracovník do třídy V6","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Někdy","Veřejné",NA,"Dlouhodobé","ne","ano","ano","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Zřídka","Ano","Ano",NA,"Ano","Ano","Ano","Ano","Ano",20,NA,NA,20,20,20,NA,20
"193","AV","Mat-Fyz-Info","Other","Ne","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","Mgr./Ing.","Do 100","Ne","Odborný pracovník výzkumu a vývoje do třídy V1","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Rozhodně ano","Spíše ne","Vždy","Nehraje roli","Soukromé","Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Někdy","Ano",NA,"Ne","Ne",NA,"Ano","Ne","Ne",40,NA,70,50,NA,60,30,50
"194","AV","Biol-Medic","Medicine","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","Docent","Do 1000","Ne","Vědecký pracovník do třídy V5","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Někdy","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne",90,50,90,80,80,90,70,70
"195","AV","Biol-Ekol","Biology","Ano","Menší","Významná","Ne","Ne","Ne","Ano","Ne","Ano","5–9 let","CSc./Ph.D.","Do 500","Ano","Odborný pracovník výzkumu a vývoje do třídy V1","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Někdy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ano",50,60,90,70,70,60,30,70
"196","AV","Mat-Fyz-Info","Physics","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","DrSc./DSc.","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ne","Rozhodně ne","Rozhodně ano","Spíše ne","Velmi často","Veřejné",NA,"Dlouhodobé","ne","ne","ne","ne","ne","ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Zřídka","Ano",NA,"Ne","Ano","Ano","Ano","Ano","Ne",60,NA,80,10,20,70,60,80
"197","AV","Chemie","Chemistry","Ano","Větší",NA,"Ne","Ne","Ano","Ne","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Postdoktorand do třídy V3","Rozhodně ne","Spíše ano","Spíše ne","Rozhodně ne",NA,NA,"Spíše ne","Spíše ano","Spíše ne","Spíše ano","Velmi často",NA,NA,"Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Zřídka","Ano",NA,"Ano","Ano","Ne","Ano",NA,"Ne",80,NA,NA,90,70,80,70,70
"198","AV","Mat-Fyz-Info","Physics","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ano","20 a více let","CSc./Ph.D.","Do 5000","Ne","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ne","Rozhodně ano","Spíše ne","Spíše ne","Rozhodně ano","Rozhodně ne","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ano","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ne",NA,"Ano","Ne","Ano","Ano","Ano","Ano",40,NA,80,20,50,80,40,10
"199","AV","Chemie","Chemistry","Ne","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ano","20 a více let","Docent","Do 100","Ano","Vědecký pracovník do třídy V5","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Rozhodně ano","Vždy","Soukromé","Veřejné","Dlouhodobé","ne","ne","ne","ne","ne","ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ano",NA,"Ne","Ano","Ano","Ano","Ano","Ne",80,NA,100,100,NA,80,50,70
"200","AV","Apl. fyzika","Physics","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","Mgr./Ing.","Do 500","Ne","Odborný pracovník výzkumu a vývoje do třídy V1","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Zřídka","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ano","ano","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Někdy","Ano",NA,"Ne","Ano",NA,"Ano","Ano",NA,10,NA,90,20,10,0,10,20
"201","AV","Vědy o Zemi","Earth-Env","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Rozhodně ne","Rozhodně ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Někdy","Nehraje roli","Nehraje roli","Nehraje roli","ne","ne","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Nikdy","Ano",NA,"Ano","Ano","Ano","Ano","Ne","Ano",10,NA,10,20,0,20,10,0
"202","AV","Apl. fyzika","Materials","Ano","Menší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 500","Ne","Postdoktorand do třídy V3","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Někdy","Soukromé",NA,"Dlouhodobé","ano","ano","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Nikdy","Ne",NA,"Ano","Ne","Ne","Ano","Ano","Ne",40,10,80,60,20,20,20,80
"203","AV","Apl. fyzika","Physics","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Velmi často",NA,NA,"Dlouhodobé","ano","ne","ne","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ano","Nikdy","Ano",NA,"Ne","Ne","Ne","Ano","Ano","Ne",20,NA,70,20,NA,NA,30,40
"204","AV","Biol-Medic","Chemistry","Ano","Větší",NA,"Ne","Ano","Ano","Ano","Ano","Ano","10–19 let","CSc./Ph.D.","Do 500","Ano","Vědecký asistent do třídy V4","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne",NA,NA,"Spíše ano","Spíše ano","Spíše ano","Velmi často",NA,NA,"Dlouhodobé","ne","ano","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Někdy","Ano","Ano","Ne","Ano","Ano","Ano","Ano","Ano",NA,NA,NA,NA,NA,NA,NA,NA
"205","AV","Chemie","Materials","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Rozhodně ne","Spíše ano","Spíše ne","Spíše ano","Rozhodně ano","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ano","ne","ne","ne","ano","ano","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Nikdy","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne",10,0,90,20,NA,20,10,30
"206","AV","Biol-Medic","Biology","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 100","Ano","Postdoktorand do třídy V3","Spíše ano","Rozhodně ano","Spíše ano",NA,NA,"Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Zřídka","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ne","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Zřídka",NA,"Ano","Ano","Ne","Ne","Ne","Ne",NA,NA,10,50,10,50,10,10,10
"207","AV","Mat-Fyz-Info","Physics","Ano","Menší","Nevýznamná","Ne","Ne","Ano","Ne","Ne","Ne","20 a více let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Velmi často",NA,"Nehraje roli","Dlouhodobé","ano","ano","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Někdy","Ano","Ano","Ano","Ne","Ano","Ano","Ano","Ano",50,60,90,80,70,60,40,80
"208","AV","Biol-Medic","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne",NA,"Rozhodně ano","Velmi často","Veřejné","Nehraje roli","Dlouhodobé","ano","ano","ne","ano","ne","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ano","Zřídka",NA,NA,"Ano","Ano","Ano","Ano","Ano","Ne",50,NA,70,NA,80,70,40,20
