"","instituce","obor","spec_hlavni","zakl_vyzkum","obor_ekzaktnost","krize_rep","cinnost_matem","cinnost_model","cinnost_teori","cinnost_exper","cinnost_kateg","cinnost_vyvoj","kar_praxe","kar_titul","kar_citace","kar_nejlepsi","kar_kategorie","obor_dotovany","obor_konkuren","obor_tlak","obor_rychly","obor_priliv","obor_publikac","obor_medializ","obor_verejnos","obor_komplexn","obor_mensi","financ_vliv","financ_zajisti.objektivitu","financ_neduvera","financ_zajisti.nezavislost","dilema_predator","dilema_neinformoval","dilema_misogyn","dilema_kvoty","dilema_cinska.medicina","dilema_embryo","reg_Evropa","reg_Sev.Amerika","reg_Asie","reg_vsude.stejne","objekt_vnejsi.pohled","objekt_presnost","objekt_matematicka.konzistence","objekt_testovatelnost","objekt_nestrannost","objekt_priblizeni.pravde","objekt_shoda.s.realitou","objekt_kvantifikace","objekt_intersubjektivita","objekt_kriticke.mysleni","objekt_reprodukovatelnost","objekt_diskut","neobj_nerepre","neobj_hacking","neobj_positiv","neobj_popular","neobj_modmet","neobj_oversell","neobj_zbytecne","neobj_salam","frek_nerepre","frek_hacking","frek_positiv","frek_popular","frek_modmet","frek_oversell","frek_zbytecne","frek_salam"
"129","AV","Chemie","Chemistry","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Velmi často","Soukromé","Nehraje roli","Dlouhodobé","ano","ne","ne","ne","ne","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Nikdy","Ano",NA,"Ne","Ano","Ne","Ano","Ne","Ne",70,NA,60,10,NA,70,30,20
"130","AV","Biol-Ekol","Biology","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3","Spíše ne","Spíše ano","Spíše ano","Rozhodně ano","Spíše ne","Rozhodně ano","Spíše ne","Rozhodně ne","Spíše ano","Spíše ne","Velmi často","Nehraje roli","Soukromé",NA,"ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Zřídka","Ano",NA,"Ano",NA,NA,"Ano","Ne","Ano",50,NA,70,40,80,70,50,70
"131","AV","Chemie","Chemistry","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Do 1000","Ne","Vědecký pracovník do třídy V5","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Velmi často",NA,"Soukromé","Dlouhodobé","ne","ano","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Velmi často","Ano","Ano","Ano","Ne","Ne","Ano","Ano","Ano",50,40,70,50,60,70,80,70
"132","AV","Chemie","Other","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ne","Ano","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ano","Spíše ano",NA,"Spíše ano",NA,"Spíše ne","Spíše ano",NA,"Spíše ano","Spíše ano","Velmi často",NA,"Nehraje roli",NA,"ne","ano","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Někdy",NA,"Ano","Ano","Ano","Ano","Ano","Ne","Ano",70,50,NA,40,30,50,50,30
"133","AV","Mat-Fyz-Info","Physics","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ano","5–9 let","Mgr./Ing.","Do 500","Ne","Doktorand do třídy V2","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ano","Spíše ne","Někdy","Veřejné",NA,"Dlouhodobé","ne","ne","ne","ano","ne","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ano",10,10,10,10,10,10,80,50
"134","AV","Chemie","Chemistry","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 100","Ano","Vědecký pracovník do třídy V5","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Někdy",NA,"Nehraje roli","Dlouhodobé","ano","ne","ne","ano","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Zřídka","Ne",NA,"Ne","Ne","Ne","Ne","Ano","Ne",10,0,90,20,0,10,10,20
"135","AV","Mat-Fyz-Info","Materials","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ne","Ne","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6","Rozhodně ne","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Rozhodně ne","Rozhodně ne","Spíše ano","Rozhodně ne","Někdy","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Někdy","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ano",30,20,50,70,20,40,20,30
"136","AV","Chemie","Chemistry","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 1000","Ano","Postdoktorand do třídy V3","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Rozhodně ne","Spíše ano","Rozhodně ne","Spíše ne","Rozhodně ano","Spíše ne","Někdy","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ne","ne","ne","ne","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Nikdy","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Ne",60,20,90,90,40,60,30,30
"137","AV","Mat-Fyz-Info","Physics","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Více","Ano","Vědecký pracovník do třídy V5","Rozhodně ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ano","Spíše ano","Velmi často","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ne",NA,"Ano","Ne","Ne","Ano","Ano",NA,30,NA,70,30,NA,90,30,30
"138","AV","Biol-Medic","Biology","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","DrSc./DSc.","Do 5000","Ne","Vedoucí vědecký pracovník do třídy V6","Spíše ne","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne",NA,"Nehraje roli","Nehraje roli","Dlouhodobé","ne","ano","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano",10,0,80,30,10,60,80,10
"139","AV","Mat-Fyz-Info","Other","Ne","Větší","Významná","Ne","Ne","Ne","Ne","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Nejsem zaměstnancem AV ČR","Rozhodně ne","Rozhodně ano","Rozhodně ano","Rozhodně ne",NA,"Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Zřídka","Nehraje roli","Nehraje roli",NA,"ano","ne","ne","ano","ano","ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano",NA,NA,NA,NA,NA,NA,0,NA,30,30,0,NA,40
"140","AV","Chemie","Chemistry","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ano","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vědecký pracovník do třídy V5","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ano","ne","ne","ne","ne","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne",10,NA,NA,80,20,50,20,20
"141","AV","Chemie","Chemistry","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ne","Rozhodně ne","Rozhodně ano",NA,"Spíše ano","Spíše ne","Vždy","Soukromé","Veřejné","Dlouhodobé","ne","ano","ne","ne","ne","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Někdy","Ano",NA,"Ano","Ne","Ne","Ano","Ne","Ne",30,NA,NA,90,30,80,40,80
"142","AV","Chemie","Physics","Ano","Větší","Není","Ano","Ano","Ano","Ne","Ne","Ano","20 a více let","DrSc./DSc.","Více","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Rozhodně ano","Někdy",NA,NA,"Dlouhodobé","ano","ne","ano","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Zřídka","Ano",NA,"Ano","Ne","Ne","Ne","Ne","Ne",20,NA,NA,NA,NA,20,50,30
"143","AV","Mat-Fyz-Info","Materials","Ano",NA,"Významná","Ne","Ne","Ne","Ne","Ano","Ne","20 a více let","CSc./Ph.D.","Do 5000","Ne","Vědecký pracovník do třídy V5","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ano","Spíše ano","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ne","ne","ano","ano","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Zřídka","Ano",NA,"Ano","Ne","Ne","Ano","Ano","Ano",60,NA,50,80,50,40,50,40
"144","AV","Mat-Fyz-Info","Physics","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ne","Ne","5–9 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3","Spíše ano","Spíše ne","Rozhodně ano","Rozhodně ne","Rozhodně ne","Spíše ano","Spíše ne","Rozhodně ne","Rozhodně ano","Spíše ano","Vždy","Veřejné","Nehraje roli","Dlouhodobé","ano","ne","ano","ne","ano","ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Nikdy","Ano","Ne","Ano","Ne","Ano","Ne",NA,"Ano",0,NA,0,90,90,70,NA,NA
"145","AV","Apl. fyzika","Physics","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ne","Ano","5–9 let","CSc./Ph.D.","Více","Ano","Postdoktorand do třídy V3",NA,"Spíše ano","Spíše ano","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Rozhodně ano","Rozhodně ne","Někdy",NA,"Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Nikdy","Ano",NA,"Ne",NA,"Ne","Ano","Ano","Ne",10,NA,90,NA,NA,NA,NA,40
"146","AV","Chemie","Other","Ano","Menší","Významná","Ne","Ne","Ano","Ne","Ne","Ne","5–9 let","CSc./Ph.D.","Do 500","Ne","Postdoktorand do třídy V3","Spíše ano","Spíše ne","Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Velmi často","Veřejné",NA,"Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Zřídka","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ne",50,30,50,70,60,50,60,30
"147","AV","Mat-Fyz-Info","Physics","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ano","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký asistent do třídy V4","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ano","Spíše ne","Spíše ano","Rozhodně ne","Vždy","Veřejné","Nehraje roli","Dlouhodobé","ano","ano","ne","ano","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Zřídka","Ano","Ano","Ne","Ne","Ano","Ano","Ano","Ne",20,40,90,60,40,40,20,10
"148","AV","Chemie","Chemistry","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Do 1000","Ano","Vědecký pracovník do třídy V5","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ne","Rozhodně ne","Velmi často",NA,NA,"Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Zřídka","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ne",30,NA,NA,10,20,30,20,60
"149","AV","Mat-Fyz-Info","Physics","Ne",NA,"Významná","Ne","Ne","Ne","Ne","Ne","Ano","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Rozhodně ano","Rozhodně ne","Velmi často",NA,"Nehraje roli","Dlouhodobé","ne","ano","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Někdy","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ne",20,NA,80,10,NA,60,60,70
"150","AV","Mat-Fyz-Info","Physics","Ano","Větší","Významná","Ne","Ano","Ne","Ne","Ne","Ne","5–9 let","CSc./Ph.D.","Více","Ano","Postdoktorand do třídy V3","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Velmi často","Nehraje roli",NA,"Dlouhodobé","ano","ne","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Zřídka","Ano",NA,"Ne","Ano","Ano","Ano","Ne","Ne",30,NA,80,NA,NA,NA,70,40
"151","AV","Biol-Medic","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3","Rozhodně ne","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Někdy","Nehraje roli",NA,"Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano",NA,"Ano","Ne","Ano","Ne","Ano","Ano",40,NA,50,NA,20,30,60,10
"152","AV","Apl. fyzika","Physics","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","Docent","Do 5000","Ne","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ano","Velmi často","Veřejné",NA,"Dlouhodobé","ano","ne","ne","ano","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano",NA,NA,"Ne",NA,"Ano","Ano",NA,10,NA,90,70,0,20,10,10
"153","AV","Chemie","Chemistry","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ne","Ne","Ano","Méně než 5 let","Bc.","Do 100","Ne","Odborný pracovník výzkumu a vývoje do třídy V1","Spíše ano","Rozhodně ano","Spíše ne","Spíše ne","Rozhodně ano","Rozhodně ano","Rozhodně ne",NA,"Spíše ano","Rozhodně ne","Velmi často",NA,NA,"Dlouhodobé","ano","ano","ano","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Nikdy",NA,"Ano","Ano","Ano","Ne","Ne","Ano","Ano",NA,0,80,90,40,60,20,90
"154","AV","Mat-Fyz-Info","Materials","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ne","Ano","Ne","5–9 let","Mgr./Ing.","Do 100","Ne","Odborný pracovník výzkumu a vývoje do třídy V1",NA,"Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Rozhodně ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ano","Někdy","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ano","ano","ne","ano","ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano","Ne","Ne","Ne","Ano","Ano",NA,NA,90,60,20,40,30,80
"155","AV","Mat-Fyz-Info","Physics","Ne","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký asistent do třídy V4","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Velmi často",NA,"Nehraje roli","Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano",NA,NA,"Ano","Ano","Ano",20,0,70,40,NA,40,30,20
"156","AV","Chemie","Materials","Ano","Větší","Není","Ne","Ano","Ne","Ne","Ne","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ne","Vědecký asistent do třídy V4","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Rozhodně ano","Rozhodně ne","Rozhodně ano","Spíše ano","Někdy","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Zřídka","Ano","Ano","Ano","Ne","Ne","Ano",NA,"Ne",10,NA,90,10,0,10,30,0
"157","AV","Mat-Fyz-Info","Physics","Ano","Větší","Významná","Ne","Ne","Ne","Ne","Ne","Ano","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ano","Spíše ne","Rozhodně ano","Rozhodně ne","Velmi často",NA,NA,"Dlouhodobé","ano","ne","ne","ano","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Zřídka","Ano","Ano","Ne","Ne","Ne","Ano","Ano","Ne",0,10,50,20,10,10,50,50
"158","AV","Vědy o Zemi","Earth-Env","Ano",NA,"Není","Ne","Ne","Ano","Ne","Ne","Ne","20 a více let","Docent","Do 500","Ne","Vědecký pracovník do třídy V5","Rozhodně ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Rozhodně ano","Spíše ano","Vždy","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ne","ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano",NA,"Ano",NA,"Ne",NA,"Ano",NA,10,NA,80,NA,NA,NA,30,10
"159","AV","Chemie","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ano","Ne","Ne","Ne","10–19 let","CSc./Ph.D.","Do 100","Ano","Vědecký asistent do třídy V4","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Někdy","Ano","Ne","Ne",NA,"Ne","Ano",NA,"Ne",30,60,90,NA,30,60,20,20
"160","AV","Chemie","Chemistry","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Někdy",NA,NA,"Dlouhodobé","ne","ne","ne","ano","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Někdy","Ano","Ano","Ano",NA,NA,"Ano","Ano","Ano",70,50,90,40,70,80,80,30
"161","AV","Vědy o Zemi","Earth-Env","Ano","Menší","Nevýznamná","Ne","Ano","Ano","Ne","Ano","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ne","Spíše ne","Rozhodně ano","Rozhodně ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Rozhodně ano","Rozhodně ne","Někdy","Veřejné","Soukromé","Dlouhodobé","ano","ne","ne","ne","ne","ano","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Zřídka","Ne",NA,"Ne","Ne","Ne","Ne","Ne","Ne",90,0,90,60,60,80,30,80
"162","AV","Mat-Fyz-Info","Physics","Ano","Větší","Není","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","DrSc./DSc.","Do 5000","Ne","Vedoucí vědecký pracovník do třídy V6","Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Rozhodně ne","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Zřídka","Ano","Ano","Ne","Ne","Ano","Ano","Ano","Ano",30,NA,80,50,30,50,30,50
"163","AV","Mat-Fyz-Info","Other","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ne","Ne","Ano","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ne","Spíše ano","Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ano","Někdy","Veřejné","Soukromé","Dlouhodobé","ano","ano","ne","ne","ne","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Zřídka","Ano","Ano","Ne","Ano","Ano","Ano","Ne","Ne",30,10,20,40,70,60,10,20
"164","AV","Vědy o Zemi","Earth-Env","Ano","Menší",NA,"Ne","Ne","Ano","Ano","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne",NA,"Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Vždy","Soukromé","Nehraje roli","Nehraje roli","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Velmi často","Ano","Ano","Ano","Ne",NA,"Ne","Ne","Ne",60,50,60,70,50,70,NA,60
"165","AV","Chemie","Biology","Ano",NA,NA,"Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3",NA,"Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Rozhodně ne","Spíše ne","Spíše ne","Zřídka",NA,NA,"Dlouhodobé","ano","ano","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Nikdy","Ne",NA,"Ano","Ne","Ano","Ne","Ne",NA,0,0,90,0,NA,40,10,0
"166","AV","Biol-Medic","Biology","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký asistent do třídy V4","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ne","Vždy","Veřejné","Soukromé","Dlouhodobé","ne","ano","ano","ano","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Někdy",NA,"Ano","Ano","Ano","Ano","Ano",NA,NA,70,70,70,90,90,70,70,10
"167","AV","Biol-Ekol","Earth-Env","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ano","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ne","Vědecký asistent do třídy V4","Spíše ne","Spíše ano","Spíše ano","Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Rozhodně ano","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ano","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Někdy","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ano",NA,NA,60,70,0,50,80,60
"168","AV","Mat-Fyz-Info","Physics","Ano","Větší","Není","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ano","Vědecký asistent do třídy V4","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ano","Spíše ano","Zřídka","Veřejné",NA,"Dlouhodobé","ano","ano","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Zřídka","Ano",NA,"Ano","Ne","Ne","Ne","Ne","Ne",60,30,80,80,40,70,30,90
